Distributor,Region,City,Retailer,Store Code,Address,Latitude,Longitude,Phone,Blue Band Margarine,Lipton Yellow Label Tea,Royco Bouillon Cubes,Knorr Bouillon Cubes,OMO Detergent,Sunlight Washing Powder,Sunlight Dishwashing Liquid,Close-Up Toothpaste,Pepsodent Toothpaste,Lux Soap,Lifebuoy Soap,Rexona,Pears,Vaseline,Axe Body Spray
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Lekki,Royal Supermarket,RET-LAG-8808,"75 Palm Street, Lekki",6.457744,3.590051,2347965097410,73,116,218,91,101,78,45,201,138,108,10,166,230,168,67
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Ikeja,Daily Stores,RET-LAG-8877,"6 Unity Street, Ikeja",6.615721,3.362309,2347285133414,143,206,128,228,130,102,94,62,235,182,145,95,50,14,195
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Festac,Choice Hub,RET-LAG-3004,"72 Market Street, Festac",6.465593,3.275859,2348758996588,206,201,118,161,129,143,29,125,38,186,97,163,95,47,205
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Surulere,Value Stores,RET-LAG-5264,"94 Palm Street, Surulere",6.49465,3.364628,2347767953344,192,150,172,153,177,77,239,235,77,189,78,70,49,205,36
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Yaba,Daily Center,RET-LAG-6771,"109 Broad Street, Yaba",6.520893,3.382893,2348639464942,190,129,207,19,148,234,116,202,236,153,206,110,44,214,204
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Ikeja,Golden Shop,RET-LAG-9941,"110 Palm Street, Ikeja",6.584341,3.357964,2348827109523,215,176,101,243,230,18,67,108,205,226,183,212,169,84,137
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Ogba,Top Center,RET-LAG-3439,"96 Commercial Street, Ogba",6.628565,3.327228,2348087378068,174,12,144,243,63,168,174,158,180,188,123,73,48,227,37
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Maryland,Golden Shop,RET-LAG-8705,"74 Commercial Street, Maryland",6.572103,3.37768,2347381834104,174,186,147,91,120,207,36,142,167,64,76,215,228,249,163
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Alimosho,Urban Shop,RET-LAG-3089,"28 Kings Street, Alimosho",6.608856,3.294004,2348518775763,187,156,106,148,132,19,239,98,150,203,125,154,241,11,202
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Surulere,Value Shop,RET-LAG-7804,"51 Kings Street, Surulere",6.490997,3.331845,2347261753442,123,207,132,90,131,41,37,153,36,74,196,59,40,17,152
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Ikeja,Urban Stores,RET-LAG-8270,"35 Palm Street, Ikeja",6.590432,3.332614,2347087732659,204,219,221,246,114,154,46,209,216,164,37,191,242,132,112
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Festac,Top Mart,RET-LAG-2565,"77 Palm Street, Festac",6.478782,3.266114,2348163023744,89,156,162,180,157,155,13,22,190,43,117,76,142,139,202
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Ikorodu,Best Stores,RET-LAG-2302,"19 Palm Street, Ikorodu",6.628775,3.491914,2348160588969,140,18,106,14,191,181,128,105,172,185,61,227,13,21,145
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Festac,Urban Center,RET-LAG-9216,"31 Market Street, Festac",6.473413,3.273626,2348024369726,216,110,57,133,215,49,55,125,199,242,93,158,198,127,32
IBRAHIM ISAH DANBABA GEN. ENT.,Lagos,Lekki,Market Bazaar,RET-LAG-9378,"94 Unity Street, Lekki",6.488381,3.598057,2348453118938,22,128,13,147,11,20,14,11,136,117,176,149,56,48,10
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Top Bazaar,RET-LAG-4374,"27 Commercial Street, Surulere",6.501306,3.357996,2348355544239,115,156,171,130,34,64,71,189,36,221,168,207,179,105,193
BELLO FARU & SONS NIG. ENT.,Lagos,Alimosho,Value Hub,RET-LAG-6188,"3 Unity Street, Alimosho",6.618706,3.276914,2347419983794,27,246,200,212,58,170,200,155,203,207,48,130,119,214,125
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Fresh Center,RET-LAG-6295,"62 Allen Street, Surulere",6.50341,3.336603,2348819676090,111,163,121,166,218,182,70,109,159,197,179,59,216,120,133
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Royal Outlet,RET-LAG-3565,"43 Commercial Street, Surulere",6.487734,3.365397,2349075362154,242,218,124,71,249,73,158,32,176,186,33,209,125,95,180
BELLO FARU & SONS NIG. ENT.,Lagos,Ogba,Green Supermarket,RET-LAG-1901,"80 Allen Street, Ogba",6.641855,3.329525,2349037157589,11,64,165,220,102,99,52,224,181,120,244,34,242,209,238
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Green Outlet,RET-LAG-6892,"147 Allen Street, Surulere",6.490861,3.363803,2348016363024,197,26,10,71,29,233,158,181,179,70,106,45,79,111,157
BELLO FARU & SONS NIG. ENT.,Lagos,Ogba,Prime Retail,RET-LAG-1349,"24 Unity Street, Ogba",6.629314,3.342269,2348697367130,246,130,243,162,175,209,34,114,162,121,211,102,186,116,157
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Elite Shop,RET-LAG-8848,"38 Broad Street, Surulere",6.492579,3.36633,2347524516258,80,40,129,194,34,55,195,226,80,221,202,160,53,168,62
BELLO FARU & SONS NIG. ENT.,Lagos,Yaba,Best Shop,RET-LAG-5654,"89 Broad Street, Yaba",6.503803,3.365638,2347063931807,227,168,73,37,59,57,147,245,106,183,162,116,37,228,211
BELLO FARU & SONS NIG. ENT.,Lagos,Festac,Daily Hub,RET-LAG-9115,"101 Commercial Street, Festac",6.46097,3.296769,2347361174697,93,101,156,34,124,181,169,65,57,140,33,173,47,84,154
BELLO FARU & SONS NIG. ENT.,Lagos,Ikeja,City Hub,RET-LAG-3174,"101 Allen Street, Ikeja",6.587674,3.344406,2348904461978,230,14,164,38,245,123,159,234,194,71,78,57,54,217,236
BELLO FARU & SONS NIG. ENT.,Lagos,Alimosho,Best Bazaar,RET-LAG-6474,"130 Unity Street, Alimosho",6.598553,3.278331,2348146284227,98,189,56,178,43,163,209,191,195,72,229,133,133,45,38
BELLO FARU & SONS NIG. ENT.,Lagos,Apapa,Green Retail,RET-LAG-5890,"126 Allen Street, Apapa",6.44191,3.361424,2347340651824,169,144,176,77,117,110,29,125,38,14,236,164,45,17,86
BELLO FARU & SONS NIG. ENT.,Lagos,Maryland,Daily Outlet,RET-LAG-3657,"61 Palm Street, Maryland",6.59196,3.363774,2348879820089,68,63,128,115,46,138,44,75,34,155,249,37,93,233,81
BELLO FARU & SONS NIG. ENT.,Lagos,Ajah,Golden Bazaar,RET-LAG-4361,"105 Allen Street, Ajah",6.455107,3.553184,2347068857384,28,161,28,84,44,97,122,191,105,69,193,189,76,39,132
BELLO FARU & SONS NIG. ENT.,Lagos,Alimosho,Urban Mart,RET-LAG-8666,"146 Allen Street, Alimosho",6.590018,3.301507,2349099213841,135,34,133,193,116,49,213,69,11,38,95,98,197,140,178
BELLO FARU & SONS NIG. ENT.,Lagos,Ikeja,Mega Supermarket,RET-LAG-8161,"41 Palm Street, Ikeja",6.610122,3.358678,2349016633999,152,133,13,217,165,126,208,101,22,148,246,136,245,77,57
BELLO FARU & SONS NIG. ENT.,Lagos,Alimosho,Value Bazaar,RET-LAG-8626,"57 Unity Street, Alimosho",6.608273,3.285684,2348422120119,218,35,66,235,214,148,222,100,23,67,23,83,117,180,89
BELLO FARU & SONS NIG. ENT.,Lagos,Surulere,Super Stores,RET-LAG-9978,"46 Palm Street, Surulere",6.500668,3.330363,2347957471530,24,106,34,215,206,123,179,18,167,220,177,23,122,211,19
BELLO FARU & SONS NIG. ENT.,Lagos,Ikorodu,Choice Outlet,RET-LAG-7772,"107 Market Street, Ikorodu",6.637438,3.51415,2347220070099,215,114,134,160,102,128,192,245,223,22,103,108,80,120,143
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Market Outlet,RET-NOR-9651,"22 Unity Street, Yola",9.212785,12.488926,2347222662691,116,237,51,116,243,158,127,188,27,194,240,94,51,145,104
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Fresh Shop,RET-NOR-6589,"108 Broad Street, Bauchi",10.320426,9.847888,2348925960304,101,199,222,178,180,136,35,51,142,89,219,220,121,121,248
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Top Stores,RET-NOR-3755,"131 Unity Street, Bauchi",10.315118,9.842003,2348905793011,132,80,22,42,246,167,178,226,234,182,43,210,142,59,120
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Express Stores,RET-NOR-4877,"81 Palm Street, Jalingo",8.905297,11.340687,2347356639764,148,213,86,190,240,46,17,180,250,167,250,128,148,12,178
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Super Outlet,RET-NOR-1466,"125 Unity Street, Maiduguri",11.834831,13.141381,2348682346772,249,49,159,241,11,14,34,146,131,135,196,24,90,137,140
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Golden Corner,RET-NOR-8062,"41 Unity Street, Bauchi",10.312087,9.827289,2349054575720,181,201,246,38,176,18,79,213,202,235,150,53,187,112,215
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Value Stores,RET-NOR-9439,"28 Unity Street, Yola",9.199241,12.495823,2348390358213,40,197,28,163,234,59,208,101,49,32,26,127,15,216,196
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Family Supermarket,RET-NOR-4653,"111 Palm Street, Yola",9.191667,12.471542,2347095039859,19,210,134,206,101,119,51,25,65,63,153,186,145,236,80
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Fresh Outlet,RET-NOR-7315,"58 Broad Street, Jalingo",8.901323,11.3705,2348878424405,173,112,213,139,141,115,35,91,240,212,240,89,50,131,55
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Green Stores,RET-NOR-6582,"67 Broad Street, Bauchi",10.307684,9.833978,2348480856996,69,142,99,201,181,54,51,206,243,51,250,117,172,48,57
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Elite Center,RET-NOR-4059,"105 Broad Street, Maiduguri",11.816462,13.138512,2348774980353,85,48,180,64,173,246,126,42,121,241,126,227,214,60,25
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Smart Mart,RET-NOR-9786,"54 Broad Street, Maiduguri",11.849452,13.160917,2348378157297,116,58,49,36,134,113,229,98,80,216,201,100,38,163,148
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Family Hub,RET-NOR-7730,"115 Palm Street, Bauchi",10.33206,9.829383,2348716931732,13,164,149,58,224,79,157,232,194,124,86,61,234,100,215
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Royal Corner,RET-NOR-9241,"88 Palm Street, Yola",9.214412,12.472443,2349062671049,124,140,57,100,192,27,142,32,59,189,52,165,49,63,225
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Choice Corner,RET-NOR-3907,"135 Commercial Street, Bauchi",10.303275,9.846325,2347439157324,245,66,249,99,118,16,93,99,139,26,33,33,146,218,184
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Value Corner,RET-NOR-6897,"20 Broad Street, Jalingo",8.880691,11.349324,2348647876186,125,24,223,26,62,229,39,154,77,77,84,128,108,86,141
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Green Bazaar,RET-NOR-2019,"7 Palm Street, Jalingo",8.883347,11.375335,2347850272887,22,247,68,241,84,150,167,135,164,91,163,11,138,70,243
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Green Stores,RET-NOR-9320,"17 Unity Street, Bauchi",10.330022,9.847621,2348501427238,100,27,120,89,205,235,51,21,231,146,90,141,55,194,86
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Fresh Corner,RET-NOR-8610,"41 Kings Street, Jalingo",8.909423,11.347574,2347099616611,131,25,154,60,123,128,181,213,230,78,149,218,66,134,176
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Elite Center,RET-NOR-5286,"122 Market Street, Jalingo",8.909091,11.372826,2348857214580,230,171,133,95,170,245,109,70,178,190,171,90,211,65,207
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Value Stores,RET-NOR-1253,"7 Broad Street, Jalingo",8.90891,11.37424,2347752929403,143,203,74,212,139,67,200,103,175,140,170,158,29,98,122
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Mega Supermarket,RET-NOR-9468,"126 Allen Street, Bauchi",10.300085,9.844174,2347147704658,24,110,199,69,140,59,113,33,184,117,196,199,198,128,17
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Market Supermarket,RET-NOR-1155,"28 Market Street, Bauchi",10.304911,9.836105,2347201894928,80,43,12,124,189,159,222,98,52,246,197,142,215,187,51
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Top Mart,RET-NOR-8452,"93 Unity Street, Bauchi",10.304619,9.853962,2348051797284,228,39,52,140,55,75,32,176,12,237,112,210,65,34,117
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Express Hub,RET-NOR-4396,"118 Commercial Street, Jalingo",8.873896,11.352324,2347877896812,232,74,245,153,105,134,15,105,188,193,144,90,225,69,189
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Choice Mart,RET-NOR-9923,"2 Market Street, Maiduguri",11.82952,13.139373,2348301417716,219,84,76,197,58,157,41,104,242,81,218,28,20,76,19
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Prime Stores,RET-NOR-3142,"97 Unity Street, Yola",9.208145,12.474111,2347343683623,166,250,98,144,134,135,147,30,144,21,60,52,208,239,127
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Market Mart,RET-NOR-1696,"136 Unity Street, Bauchi",10.307536,9.831157,2347678152065,183,67,223,64,240,119,24,146,40,229,170,167,22,122,131
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Green Mart,RET-NOR-9338,"18 Commercial Street, Bauchi",10.304565,9.85143,2348289547250,92,15,93,113,57,171,92,145,250,127,44,96,61,103,193
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,Family Bazaar,RET-NOR-8973,"111 Unity Street, Bauchi",10.318348,9.840876,2348890550940,177,183,71,114,125,83,203,168,159,220,37,223,120,173,44
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Value Retail,RET-NOR-2388,"53 Market Street, Maiduguri",11.835923,13.142458,2348218897624,250,154,60,36,155,115,211,125,96,64,151,232,192,130,199
AL-BABELLO-KANO TRADING CO. LTD,North East,Yola,Golden Stores,RET-NOR-5675,"84 Unity Street, Yola",9.223605,12.500067,2347368501910,163,231,181,42,135,94,220,239,207,16,206,74,50,179,99
AL-BABELLO-KANO TRADING CO. LTD,North East,Jalingo,Market Hub,RET-NOR-9188,"14 Allen Street, Jalingo",8.902068,11.341052,2348654352090,223,217,201,106,230,119,10,144,182,40,13,86,141,168,102
AL-BABELLO-KANO TRADING CO. LTD,North East,Maiduguri,Top Stores,RET-NOR-1545,"88 Commercial Street, Maiduguri",11.836926,13.143152,2348692876909,177,155,222,158,178,96,36,241,133,71,129,132,105,107,90
AL-BABELLO-KANO TRADING CO. LTD,North East,Bauchi,City Shop,RET-NOR-5509,"146 Allen Street, Bauchi",10.304071,9.828264,2348678914237,50,151,109,92,71,76,206,208,226,247,249,222,177,153,229
AG GLOBAL RESOURCES KANO,South East,Umuahia,City Corner,RET-SOU-9512,"126 Broad Street, Umuahia",5.538137,7.475349,2348663314841,48,162,132,111,115,97,38,248,202,70,116,91,200,197,207
AG GLOBAL RESOURCES KANO,South East,Onitsha,Golden Supermarket,RET-SOU-7620,"111 Unity Street, Onitsha",6.159399,6.80331,2348973212350,136,124,198,216,111,105,92,88,155,175,160,18,183,22,212
AG GLOBAL RESOURCES KANO,South East,Awka,Unity Center,RET-SOU-4711,"22 Broad Street, Awka",6.209623,7.08914,2347681472445,36,237,23,216,39,182,54,14,140,237,93,217,55,93,227
AG GLOBAL RESOURCES KANO,South East,Enugu,Daily Hub,RET-SOU-2614,"116 Kings Street, Enugu",6.44225,7.552503,2348148219492,85,160,75,189,181,29,114,171,179,138,178,214,206,132,94
AG GLOBAL RESOURCES KANO,South East,Enugu,Fresh Hub,RET-SOU-1291,"93 Allen Street, Enugu",6.459071,7.555428,2347220762296,209,84,15,206,240,53,110,208,102,106,125,23,210,182,119
AG GLOBAL RESOURCES KANO,South East,Aba,Royal Supermarket,RET-SOU-7462,"95 Unity Street, Aba",5.097599,7.348233,2348333822394,70,33,214,68,82,223,11,106,141,173,136,209,146,203,78
AG GLOBAL RESOURCES KANO,South East,Enugu,Fresh Stores,RET-SOU-2143,"124 Broad Street, Enugu",6.450296,7.5532,2348359558720,43,21,183,103,127,160,217,73,112,192,171,156,13,144,201
AG GLOBAL RESOURCES KANO,South East,Enugu,Unity Bazaar,RET-SOU-1604,"56 Market Street, Enugu",6.45018,7.563256,2348499981801,223,65,249,43,199,192,135,80,234,205,157,99,48,167,211
AG GLOBAL RESOURCES KANO,South East,Awka,Market Mart,RET-SOU-8496,"16 Unity Street, Awka",6.201865,7.07586,2348617705647,171,55,222,232,47,185,67,167,219,173,153,192,155,53,167
AG GLOBAL RESOURCES KANO,South East,Umuahia,Fresh Retail,RET-SOU-4612,"78 Allen Street, Umuahia",5.544262,7.489529,2348586126760,156,89,137,53,123,48,68,222,212,116,161,63,78,61,75
AG GLOBAL RESOURCES KANO,South East,Enugu,Urban Supermarket,RET-SOU-3056,"127 Kings Street, Enugu",6.47041,7.538441,2348478754390,109,123,19,225,31,124,225,228,82,100,167,163,150,122,139
AG GLOBAL RESOURCES KANO,South East,Onitsha,Top Center,RET-SOU-8549,"62 Broad Street, Onitsha",6.164267,6.774797,2348274148391,214,12,221,95,160,32,138,34,77,183,162,26,234,108,78
AG GLOBAL RESOURCES KANO,South East,Enugu,Royal Bazaar,RET-SOU-6792,"150 Kings Street, Enugu",6.472475,7.564677,2348072887586,226,125,226,227,45,234,200,41,87,195,199,138,77,246,47
AG GLOBAL RESOURCES KANO,South East,Enugu,Urban Supermarket,RET-SOU-3997,"41 Commercial Street, Enugu",6.477776,7.564659,2347098087333,105,130,15,171,104,147,166,120,80,88,44,99,38,186,156
AG GLOBAL RESOURCES KANO,South East,Aba,Family Hub,RET-SOU-7243,"105 Palm Street, Aba",5.107783,7.376228,2348655292645,124,223,195,172,240,34,143,190,11,93,209,195,172,192,56
AG GLOBAL RESOURCES KANO,South East,Umuahia,Express Stores,RET-SOU-1205,"44 Market Street, Umuahia",5.517447,7.493003,2347209214979,195,188,55,236,227,109,125,198,44,76,89,140,90,169,125
AG GLOBAL RESOURCES KANO,South East,Umuahia,Choice Retail,RET-SOU-4190,"137 Kings Street, Umuahia",5.527196,7.489145,2348140901558,123,126,152,89,166,25,88,14,66,199,157,118,107,180,14
AG GLOBAL RESOURCES KANO,South East,Enugu,Express Supermarket,RET-SOU-5893,"114 Allen Street, Enugu",6.461816,7.56435,2347754520470,83,250,74,238,206,92,177,32,145,55,138,232,142,117,135
AG GLOBAL RESOURCES KANO,South East,Awka,Mega Supermarket,RET-SOU-3442,"34 Commercial Street, Awka",6.194616,7.085394,2349003151204,144,240,241,189,19,139,235,166,223,95,142,247,68,217,165
AG GLOBAL RESOURCES KANO,South East,Onitsha,Fresh Corner,RET-SOU-6081,"33 Palm Street, Onitsha",6.134899,6.788856,2347522258916,198,144,203,139,95,119,38,29,66,84,239,242,59,199,114
QUBAH GLOBAL VENTURES,South South,Warri,Elite Retail,RET-SOU-7004,"113 Kings Street, Warri",5.533682,5.766622,2348915018370,88,135,155,76,102,214,73,208,110,202,242,21,61,206,223
QUBAH GLOBAL VENTURES,South South,Uyo,Unity Retail,RET-SOU-4127,"2 Unity Street, Uyo",5.046319,7.923917,2348145526190,133,197,106,240,29,42,46,183,79,95,43,186,11,11,120
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Market Bazaar,RET-SOU-7515,"94 Allen Street, Port Harcourt",4.815136,7.041159,2348801736362,28,229,90,225,199,137,108,27,141,220,106,182,191,179,214
QUBAH GLOBAL VENTURES,South South,Uyo,Urban Mart,RET-SOU-5752,"19 Market Street, Uyo",5.048253,7.917593,2347278568773,91,11,250,225,228,83,66,195,65,35,62,235,24,89,109
QUBAH GLOBAL VENTURES,South South,Port Harcourt,City Stores,RET-SOU-8915,"89 Broad Street, Port Harcourt",4.827923,7.067481,2348477226678,231,208,111,176,213,142,177,18,146,172,237,131,35,227,13
QUBAH GLOBAL VENTURES,South South,Warri,Mega Center,RET-SOU-9662,"89 Allen Street, Warri",5.515585,5.762651,2348493125256,81,120,72,121,227,53,207,162,118,114,27,178,226,91,195
QUBAH GLOBAL VENTURES,South South,Benin,Top Hub,RET-SOU-6801,"22 Palm Street, Benin",6.349906,5.592476,2347156813680,23,195,162,211,21,139,238,208,146,79,136,27,58,135,242
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Super Bazaar,RET-SOU-5403,"146 Unity Street, Port Harcourt",4.833532,7.042612,2348289214067,218,180,36,223,29,168,90,101,103,200,20,106,42,248,141
QUBAH GLOBAL VENTURES,South South,Uyo,Elite Hub,RET-SOU-1813,"56 Palm Street, Uyo",5.023364,7.919743,2347144861278,195,48,70,125,92,134,223,217,205,250,81,150,123,20,101
QUBAH GLOBAL VENTURES,South South,Warri,Choice Bazaar,RET-SOU-8241,"126 Broad Street, Warri",5.513856,5.752184,2347658767846,11,68,62,40,30,155,157,24,163,151,83,212,77,225,111
QUBAH GLOBAL VENTURES,South South,Benin,Top Stores,RET-SOU-5133,"104 Kings Street, Benin",6.317057,5.592945,2348248357235,245,244,38,41,108,20,218,60,55,243,194,200,195,110,47
QUBAH GLOBAL VENTURES,South South,Calabar,Royal Retail,RET-SOU-7462,"104 Broad Street, Calabar",4.972175,8.327168,2347043056946,78,24,159,174,218,17,229,199,22,50,73,62,137,99,89
QUBAH GLOBAL VENTURES,South South,Warri,City Bazaar,RET-SOU-6651,"39 Commercial Street, Warri",5.508436,5.736722,2347210622448,14,105,143,143,189,250,202,174,200,66,110,73,97,72,97
QUBAH GLOBAL VENTURES,South South,Warri,Royal Mart,RET-SOU-1917,"149 Palm Street, Warri",5.516632,5.758571,2348109871577,14,121,175,135,39,87,197,237,109,227,63,78,65,105,37
QUBAH GLOBAL VENTURES,South South,Warri,City Shop,RET-SOU-5397,"11 Unity Street, Warri",5.514113,5.742042,2347312877347,187,118,179,119,203,16,95,13,93,246,165,43,11,155,68
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Family Outlet,RET-SOU-8703,"40 Broad Street, Port Harcourt",4.816816,7.060598,2349097702302,113,132,37,246,104,136,115,141,166,48,202,183,224,233,150
QUBAH GLOBAL VENTURES,South South,Benin,Family Bazaar,RET-SOU-9985,"25 Broad Street, Benin",6.329834,5.604362,2348721481585,167,18,217,20,166,23,87,143,30,21,224,38,33,169,123
QUBAH GLOBAL VENTURES,South South,Uyo,Golden Center,RET-SOU-8676,"91 Unity Street, Uyo",5.0422,7.92486,2347637519467,189,30,209,181,113,117,17,104,159,59,64,152,173,109,236
QUBAH GLOBAL VENTURES,South South,Calabar,Super Center,RET-SOU-2491,"84 Commercial Street, Calabar",4.962044,8.314756,2348178138987,51,42,144,112,188,175,147,190,237,78,187,227,60,169,84
QUBAH GLOBAL VENTURES,South South,Warri,Urban Stores,RET-SOU-1524,"39 Broad Street, Warri",5.518031,5.731987,2347724151049,43,68,155,171,65,141,47,228,14,36,129,202,88,122,41
QUBAH GLOBAL VENTURES,South South,Uyo,Top Corner,RET-SOU-5306,"140 Broad Street, Uyo",5.050043,7.902631,2348229104326,112,146,211,100,121,143,74,68,80,108,207,104,216,208,174
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Choice Hub,RET-SOU-4002,"117 Broad Street, Port Harcourt",4.807467,7.040366,2349059657077,203,162,171,38,82,115,96,158,143,144,92,111,220,182,82
QUBAH GLOBAL VENTURES,South South,Calabar,Daily Supermarket,RET-SOU-6470,"104 Palm Street, Calabar",4.960921,8.340908,2347108675703,103,58,169,173,46,107,170,51,230,45,248,163,163,67,174
QUBAH GLOBAL VENTURES,South South,Benin,Market Supermarket,RET-SOU-5343,"60 Palm Street, Benin",6.318114,5.61973,2347965710019,105,197,62,234,150,87,106,62,49,19,124,186,74,56,244
QUBAH GLOBAL VENTURES,South South,Warri,Prime Shop,RET-SOU-7790,"15 Kings Street, Warri",5.506826,5.765108,2347927549121,29,11,124,55,122,166,82,60,233,107,155,45,52,120,89
QUBAH GLOBAL VENTURES,South South,Warri,Best Outlet,RET-SOU-4057,"74 Kings Street, Warri",5.503173,5.757928,2347066906363,159,63,133,241,146,72,237,179,172,34,76,19,133,30,176
QUBAH GLOBAL VENTURES,South South,Calabar,Unity Hub,RET-SOU-9005,"132 Broad Street, Calabar",4.942546,8.333289,2347038420913,133,60,104,50,119,157,135,170,24,50,232,35,18,225,200
QUBAH GLOBAL VENTURES,South South,Calabar,Unity Stores,RET-SOU-2694,"113 Market Street, Calabar",4.974233,8.311826,2347312713528,83,206,138,173,66,130,165,122,102,11,178,17,70,231,248
QUBAH GLOBAL VENTURES,South South,Uyo,Royal Center,RET-SOU-1835,"121 Unity Street, Uyo",5.04884,7.913038,2348779148808,35,110,109,76,197,37,23,164,85,152,142,14,98,15,69
QUBAH GLOBAL VENTURES,South South,Benin,Elite Supermarket,RET-SOU-1054,"46 Palm Street, Benin",6.327337,5.586768,2348444691139,161,43,87,51,163,90,195,18,118,28,210,54,201,52,183
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Elite Shop,RET-SOU-2767,"137 Kings Street, Port Harcourt",4.800733,7.048577,2347928474240,10,222,137,133,220,214,127,181,69,137,149,202,106,72,43
QUBAH GLOBAL VENTURES,South South,Calabar,Value Shop,RET-SOU-7067,"64 Broad Street, Calabar",4.963617,8.328525,2347919921858,80,119,147,244,30,249,175,92,184,230,70,234,87,68,162
QUBAH GLOBAL VENTURES,South South,Benin,Express Outlet,RET-SOU-2423,"59 Palm Street, Benin",6.318078,5.594096,2347881868702,213,145,250,180,53,211,210,86,239,90,124,62,12,184,235
QUBAH GLOBAL VENTURES,South South,Benin,Super Supermarket,RET-SOU-2268,"137 Unity Street, Benin",6.34884,5.591777,2348927609331,101,195,131,242,240,110,90,133,67,71,84,139,170,197,236
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Unity Retail,RET-SOU-1198,"136 Market Street, Port Harcourt",4.800692,7.059795,2347422516288,15,68,95,111,71,190,198,10,185,23,174,179,77,198,230
QUBAH GLOBAL VENTURES,South South,Calabar,Fresh Shop,RET-SOU-7375,"54 Palm Street, Calabar",4.967466,8.313118,2348349708245,250,27,204,100,220,109,235,193,214,170,250,196,118,116,136
QUBAH GLOBAL VENTURES,South South,Warri,Unity Shop,RET-SOU-7135,"135 Market Street, Warri",5.521114,5.764019,2348377055909,55,249,246,221,192,128,171,67,215,30,100,100,204,84,17
QUBAH GLOBAL VENTURES,South South,Uyo,Green Stores,RET-SOU-4396,"14 Palm Street, Uyo",5.048361,7.906189,2348898862683,24,153,78,157,53,242,193,209,185,154,116,164,58,28,191
QUBAH GLOBAL VENTURES,South South,Warri,Unity Bazaar,RET-SOU-7707,"95 Palm Street, Warri",5.532024,5.753589,2347551334377,131,47,123,185,31,157,230,147,144,56,55,144,156,103,98
